title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
Wait Until Dark,1967,Terence Young,108,"Audrey Hepburn, Alan Arkin, Richard Crenna",Horror  •  Psychological Horror  •  Psychological Thriller,7.7,4000000,11000000,175
To Have and Have Not,1944,Howard Hawks,100,"Walter Brennan, Lauren Bacall, Dolores Moran",Based-on-Theatre  •  Crime Drama  •  Crime Thriller,7.8,0,3650000,NA
Everything Everywhere All at Once,2022,"Dan Kwan, Daniel Scheinert",132,"Michelle Yeoh, Stephanie Hsu, Ke Huy Quan",Based-on-20th-Century-Literature  •  Drama  •  Film Noir,7.8,25000000,139200000,456.79999999999995
The Ox-Bow Incident,1943,William A. Wellman,75,"Henry Fonda, Dana Andrews, Mary Beth Hughes",Action Comedy  •  Action  •  Comedy,8,565000,0,NA
Z,1969,Costa-Gavras,127,"Yves Montand, Jean-Louis Trintignant, Jacques Perrin",Message Movie  •  Western,8.1,0,0,NA
A Streetcar Named Desire,1951,Elia Kazan,125,"Vivien Leigh, Kim Hunter, Karl Malden",Crime Thriller  •  Crime  •  Drama,7.9,1800000,8000000,344.44444444444446
Gaslight,1944,George Cukor,114,"Charles Boyer, Ingrid Bergman, Joseph Cotten",Based-on-Theatre  •  Drama  •  Marriage Drama,7.8,0,0,NA
Night of the Living Dead,1968,George A. Romero,96,"Duane Jones, Karl Hardman, Keith Wayne",Based-on-Theatre  •  Film Noir  •  Period Film,7.8,4200000,5835247,38.934452380952386
To Catch a Thief,1955,Alfred Hitchcock,106,"Cary Grant, Grace Kelly, Jesse Royce Landis",Apocalyptic Film  •  Horror  •  Monster Film,7.4,2500000,8750000,250
Elevator to the Gallows,1958,Louis Malle,88,"Jeanne Moreau, Maurice Ronet, Georges Poujouly",Based-on-20th-Century-Literature  •  Mystery  •  Romance,7.9,0,263404,NA
V for Vendetta,2006,James McTeigue,132,"Natalie Portman, Hugo Weaving, Stephen Rea",Crime  •  Foreign Language Film  •  French New Wave,7.6,54000000,134686457,149.41936481481483
The Invisible Man,1933,James Whale,71,"Claude Rains, Gloria Stuart, William Harrigan",Action  •  Action Thriller  •  Based-on-Comics,7.6,7000000,144492724,1964.1817714285714
The Dark Knight Rises,2012,Christopher Nolan,164,"Christian Bale, Tom Hardy, Anne Hathaway",Based-on-19th-Century-Literature  •  Horror  •  Sci-Fi Horror,8.4,250000000,1081041287,332.4165148
The Lost Weekend,1945,Billy Wilder,101,"Ray Milland, Jane Wyman, Phillip Terry",Action Thriller  •  Action  •  Based-on-Comics,7.9,1250000,11000000,780
Dirty Harry,1971,Don Siegel,102,"Reni Santoni, Clint Eastwood, John Vernon",Addiction Drama  •  Drama  •  Film Noir,7.7,4000000,35976000,799.4
Ordet,1955,Carl Theodor Dreyer,126,"Henrik Malberg, Emil Hass Christensen, Cay Kristiansen",Action Thriller  •  Action  •  Crime,8.2,0,0,NA
Toy Story 3,2010,Lee Unkrich,102,"Tim Allen, Tom Hanks, John Ratzenberger",Based-on-Theatre  •  Drama  •  Foreign Language Film,8.3,200000000,1067316101,433.65805049999994
Logan,2017,James Mangold,135,"Hugh Jackman, Patrick Stewart, Boyd Holbrook",Adventure Comedy  •  Adventure  •  Animation,8.1,97000000,619021436,538.1664288659794
Mildred Pierce,1945,Michael Curtiz,111,"Joan Crawford, Jack Carson, Zachary Scott",Action  •  Based-on-Comics  •  Cyborg / Android / Robot,7.9,1453000,5638000,288.0247763248451
The Awful Truth,1937,Leo McCarey,91,"Cary Grant, Irene Dunne, Ralph Bellamy",Crime Drama  •  Crime  •  Drama,7.7,600000,3000000,400
The Last Detail,1973,Hal Ashby,104,"Jack Nicholson, Otis Young, Randy Quaid",Comedy  •  Screwball Comedy,7.5,2300000,10000000,334.7826086956522
Blue Velvet,1986,David Lynch,120,"Kyle MacLachlan, Laura Dern, Isabella Rossellini",Buddy Film  •  Comedy Drama  •  Military Comedy,7.7,6000000,8636706,43.9451
The African Queen,1951,John Huston,105,"Humphrey Bogart, Katharine Hepburn, Robert Morley",Americana  •  Crime Thriller  •  Crime,7.7,1000000,10750000,975
Stray Dog,1949,Akira Kurosawa,122,"Toshirô Mifune, Takashi Shimura, Keiko Awaji",Adventure Drama  •  Adventure  •  Based-on-20th-Century-Literature,7.8,0,2373203,NA
A Separation,2011,Asghar Farhadi,123,"Peyman Maadi, Leila Hatami, Sareh Bayat",Drama  •  Film Noir  •  Foreign Language Film,8.3,0,0,NA
Perfect Blue,1997,Satoshi Kon,81,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji",Drama  •  Ensemble Film  •  Foreign Language Film,8,830000,112536,-86.44144578313254
The Road Warrior,1981,George Miller,95,"Mel Gibson, Bruce Spence, Michael Preston",Animation  •  Anime  •  Crime Thriller,7.6,0,0,NA
Men in Black,1997,Barry Sonnenfeld,98,"Tommy Lee Jones, Will Smith, Linda Fiorentino",Action Thriller  •  Action  •  Australian New Wave,7.3,90000000,589400000,554.8888888888888
True Romance,1993,Tony Scott,121,"Christian Slater, Dennis Hopper, Gary Oldman",Action Comedy  •  Action  •  Alien Invasion Films,7.9,12500000,12600000,0.8
Almost Famous,2000,Cameron Crowe,162,"Patrick Fugit, Billy Crudup, Kate Hudson",Crime Thriller  •  Crime  •  Road Movie,7.9,60000000,47386287,-21.022855
Your Name,2016,Makoto Shinkai,106,"Ryunosuke Kamiki, Mone Kamishiraishi, Masami Nagasawa",Comedy Drama  •  Coming-of-Age  •  Drama,8.4,0,358000000,NA
Bad Day at Black Rock,1955,John Sturges,81,"Spencer Tracy, Robert Ryan, Anne Francis",Animation  •  Anime  •  Coming-of-Age,7.7,1271000,3788000,198.0330448465775
The Nightmare Before Christmas,1993,Henry Selick,76,"Chris Sarandon, William Hickey, Paul Reubens",Mystery  •  Psychological Thriller  •  Thriller,7.9,18000000,75634409,320.1911611111111
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,143,"Johnny Depp, Keira Knightley, Orlando Bloom",Animated Musical  •  Animation  •  Family-Oriented Fantasy,8.1,140000000,655011224,367.86516
The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,102,"Fernando Rey, Jean-Pierre Cassel, Stéphane Audran",Adventure Comedy  •  Adventure  •  Costume Adventure,7.8,800000,103230,-87.09625
The Magnificent Ambersons,1942,Orson Welles,88,"Joseph Cotten, Anne Baxter, Tim Holt",Avant-garde / Experimental  •  Black Comedy  •  Comedy,7.6,0,0,NA
Tombstone,1993,George P. Cosmatos,134,"Kurt Russell, Val Kilmer, Sam Elliott",Drama  •  Family Drama  •  Period Film,7.8,25000000,56500000,126
Pather Panchali,1955,Satyajit Ray,122,"Kanu Bannerjee, Karuna Bannerjee, Subir Bannerjee",Revisionist Western  •  Western,8.2,0,536364,NA
Avengers: Endgame,2019,"Anthony Russo, Joe Russo",183,"Robert Downey Jr., Chris Evans, Mark Ruffalo",Based-on-20th-Century-Literature  •  Drama  •  Family Drama,8.4,356000000,2799439100,686.359297752809
Captain America: The Winter Soldier,2014,"Anthony Russo, Joe Russo",136,"Chris Evans, Scarlett Johansson, Samuel L. Jackson",Action  •  Adventure  •  Alien Invasion Films,7.7,170000000,714766572,320.45092470588236
Last Year at Marienbad,1961,Alain Resnais,94,"Delphine Seyrig, Giorgio Albertazzi, Sacha Pitoeff",Action  •  Action Thriller  •  Based-on-Comics,7.6,0,0,NA
Belle de jour,1967,Luis Buñuel,101,"Catherine Deneuve, Jean Sorel, Michel Piccoli",Avant-garde / Experimental  •  Drama  •  Foreign Language Film,7.6,0,0,NA
Being John Malkovich,1999,Spike Jonze,112,"John Cusack, Cameron Diaz, John Malkovich",Drama  •  Erotic Drama  •  Foreign Language Film,7.7,13000000,22863596,75.87381538461538
The Dirty Dozen,1967,Robert Aldrich,145,"Charles Bronson, Jim Brown, John Cassavetes",Comedy  •  Fantasy Comedy  •  Fantasy,7.7,5400000,45300000,738.8888888888889
Akira,1988,Katsuhiro Ôtomo,124,"Mitsuo Iwata, Nozomu Sasaki, Tesshô Genda",Adventure  •  Ensemble Film  •  New Hollywood,8,5700000,49000000,759.6491228070175
Boogie Nights,1997,Paul Thomas Anderson,156,"Mark Wahlberg, Burt Reynolds, Julianne Moore",Action  •  Animation  •  Anime,7.9,15000000,43101594,187.34396
Thief,1981,Michael Mann,122,"Tuesday Weld, Willie Nelson, James Caan",Comedy Drama  •  Drama  •  Ensemble Film,7.4,0,0,NA
High Plains Drifter,1973,Clint Eastwood,105,"Clint Eastwood, Verna Bloom, Marianna Hill",Based-on-20th-Century-Literature  •  Caper  •  Crime Thriller,7.4,5500000,15700000,185.45454545454544
Cleo from 5 to 7,1962,Agnès Varda,90,"Dominique Davray, Corinne Marchand, Antoine Bourseiller",Outlaw  •  Revenge Film  •  Revisionist Western,7.8,0,0,NA
Total Recall,1990,Paul Verhoeven,113,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone",Comedy  •  Drama  •  Female-Directed Film,7.5,65000000,261317921,302.02757076923075
Moonrise Kingdom,2012,Wes Anderson,94,"Bruce Willis, Edward Norton, Bill Murray",Action Thriller  •  Action  •  Adventure,7.8,16000000,68263166,326.6447875
Fail-Safe,1964,Sidney Lumet,112,"Dan O'Herlihy, Walter Matthau, Frank Overton",Childhood Drama  •  Comedy Drama  •  Coming-of-Age,8,0,0,NA
All That Jazz,1979,Bob Fosse,123,"Roy Scheider, Jessica Lange, Leland Palmer",Disaster Film  •  Drama  •  Political Thriller,7.8,12000000,37823676,215.19729999999998
Videodrome,1983,David Cronenberg,89,"James Woods, Sonja Smits, Deborah Harry",Drama  •  Fantasy  •  Jukebox Musical,7.2,5952000,2120439,-64.37434475806452
Raising Arizona,1987,Joel & Ethan Coen,94,"Nicolas Cage, Holly Hunter, Trey Wilson",Body Horror  •  Cyberpunk / Tech Noir  •  Horror,7.3,6000000,29180280,386.33799999999997
Serenity,2005,Joss Whedon,119,"Nathan Fillion, Adam Baldwin, Jewel Staite",Comedy  •  Crime Comedy  •  Crime,7.8,25000000,14500000,-42
What Ever Happened to Baby Jane?,1962,Robert Aldrich,134,"Bette Davis, Joan Crawford, Victor Buono",Action  •  Based-on-Television  •  Dystopian Film,8,980000,0,NA
Hud,1963,Martin Ritt,112,"Paul Newman, Patricia Neal, Brandon de Wilde",Drama  •  Gothic Film  •  Horror,7.8,2500000,10000000,300
Requiem for a Dream,2000,Darren Aronofsky,102,"Ellen Burstyn, Jared Leto, Jennifer Connelly",Americana  •  Drama  •  Western,8.3,4500000,7390108,64.22462222222222
Sin City,2005,"Frank Miller, Robert Rodriguez, Quentin Tarantino",124,"Bruce Willis, Mickey Rourke, Clive Owen",Addiction Drama  •  Based-on-20th-Century-Literature  •  Drama,8,40000000,158733820,296.83455
Prisoners,2013,Denis Villeneuve,146,"Hugh Jackman, Jake Gyllenhaal, Viola Davis",Action Thriller  •  Action  •  Anthology Film,8.2,46000000,122126687,165.49279782608696
Kiki's Delivery Service,1989,Hayao Miyazaki,103,"Minami Takayama, Rei Sakuma, Kappei Yamaguchi",Crime  •  Crime Drama  •  Crime Thriller,7.8,6900000,4493017,-34.883811594202896
Before Midnight,2013,Richard Linklater,108,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick",Adventure  •  Animation  •  Anime,7.9,3000000,11176469,272.5489666666667
All Quiet on the Western Front,1930,Lewis Milestone,130,"Raymond Smith, George ""Slim"" Summerville, Lew Ayres",Drama  •  Marriage Drama  •  Romance,8.1,20000000,0,NA
Midnight Cowboy,1969,John Schlesinger,113,"Dustin Hoffman, Jon Voight, Sylvia Miles",Action  •  Anti-War Film  •  Based-on-20th-Century-Literature,7.8,3600000,44785053,1144.02925
Marty,1955,Delbert Mann,91,"Ernest Borgnine, Betsy Blair, Jerry Paris",Buddy Film  •  Drama  •  New Hollywood,7.7,343000,3000000,774.6355685131196
Patton,1970,Franklin J. Schaffner,172,"George C. Scott, Karl Malden, Edward Binns",Drama  •  Romance  •  Romantic Drama,7.9,12000000,89800000,648.3333333333334
Jules and Jim,1962,François Truffaut,105,"Jeanne Moreau, Oskar Werner, Henri Serre",Based-on-20th-Century-Literature  •  Based-on-a-True-Story  •  Biopic,7.7,0,0,NA
The Hunt,2012,Thomas Vinterberg,106,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp",Costume Romance  •  Drama  •  Foreign Language Film,8.3,14000000,10550350,-24.64035714285714
They Live,1988,John Carpenter,93,"Roddy Piper, Keith David, Meg Foster",Drama  •  Foreign Language Film  •  Psychological Drama,7.2,4000000,13000000,225
The Man Who Would Be King,1975,John Huston,129,"Michael Caine, Christopher Plummer, Sean Connery",Action  •  Alien Invasion Films  •  Based-on-20th-Century-Literature,7.8,8000000,12678,-99.841525
"Rome, Open City",1945,Roberto Rossellini,100,"Aldo Fabrizi, Anna Magnani, Marcello Pagliero",Adventure  •  Based-on-19th-Century-Literature  •  Buddy Film,8,0,0,NA
The Phantom Carriage,1921,Victor Sjöström,93,"Victor Sjostrom, Hilda Borgström, Tore Svennberg",Drama  •  Foreign Language Film  •  Italian Neorealism,8,0,0,NA
Kiss Me Deadly,1955,Robert Aldrich,104,"Ralph Meeker, Albert Dekker, Paul Stewart",Based-on-20th-Century-Literature  •  Drama  •  Fairy Tales and Legends,7.5,410000,726000,77.07317073170732
Cinema Paradiso,1988,Giuseppe Tornatore,155,"Philippe Noiret, Jacques Perrin, Salvatore Cascio",Detective Film  •  Femme Fatale  •  Film Noir,8.5,5000000,11990401,139.80802
The Asphalt Jungle,1950,John Huston,112,"Louis Calhern, James Whitmore, Sam Jaffe",Coming-of-Age  •  Drama  •  Foreign Language Film,7.8,1232000,0,NA
The Lady from Shanghai,1947,Orson Welles,87,"Everett Sloane, Rita Hayworth, Ted de Corsia",Caper  •  Crime Thriller  •  Crime,7.5,2300000,1564609,-31.973521739130433
Band of Outsiders,1964,Jean-Luc Godard,95,"Anna Karina, Sami Frey, Claude Brasseur",Based-on-20th-Century-Literature  •  Crime  •  Femme Fatale,7.6,120000,182857,52.380833333333335
The Purple Rose of Cairo,1985,Woody Allen,82,"Mia Farrow, Jeff Daniels, Danny Aiello",Crime Drama  •  Crime  •  Drama,7.7,15000000,10631333,-29.124446666666664
The Circus,1928,Charles Chaplin,71,"George Davis, Al Ernest Garcia, Charles Chaplin",Comedy  •  Fantasy Comedy  •  Fantasy,8.1,0,0,NA
The Bourne Ultimatum,2007,Paul Greengrass,115,"Matt Damon, Julia Stiles, David Strathairn",Adventure  •  Romance  •  Romantic Adventure,8,70000000,442824138,532.6059114285714
The Producers,1968,Mel Brooks,88,"Zero Mostel, Gene Wilder, Kenneth Mars",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,7.5,45000000,38058335,-15.425922222222221
After Hours,1985,Martin Scorsese,97,"Griffin Dunne, Rosanna Arquette, Linda Fiorentino",Comedy  •  Farce  •  Satire,7.6,0,0,NA
The Bourne Supremacy,2004,Paul Greengrass,108,"Matt Damon, Franka Potente, Brian Cox",Black Comedy  •  Comedy  •  Urban Comedy,7.7,75000000,288500217,284.666956
Spider-Man,2002,Sam Raimi,121,"Tobey Maguire, Kirsten Dunst, Willem Dafoe",Action Thriller  •  Action  •  Based-on-20th-Century-Literature,7.4,175000000,880166924,402.952528
Goldfinger,1964,Guy Hamilton,110,"Sean Connery, Gert Fröbe, Honor Blackman",Action  •  Based-on-Comics  •  Sci-Fi Action,7.7,3000000,124900000,4063.3333333333335
The Wrestler,2008,Darren Aronofsky,111,"Mark Margolis, Todd Barry, Mickey Rourke",Action Thriller  •  Action  •  Adventure,7.9,6000000,44734660,645.5776666666667
L'avventura,1960,Michelangelo Antonioni,141,"Gabriele Ferzetti, Monica Vitti, Lea Massari",Drama  •  Psychological Drama  •  Slice of Life,7.7,0,0,NA
Pierrot le fou,1965,Jean-Luc Godard,110,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani",Adventure Drama  •  Drama  •  Foreign Language Film,7.4,300000,0,NA
Big,1988,Penny Marshall,104,"Robert Loggia, Elizabeth Perkins, Jared Rushton",Avant-garde / Experimental  •  Drama  •  Foreign Language Film,7.3,18000000,151927281,744.04045
My Life to Live,1962,Jean-Luc Godard,85,"Anna Karina, Guylaine Schlumberger, Eric Schlumberger",Comedy  •  Coming-of-Age  •  Fantasy Comedy,NA,0,0,NA
Enter the Dragon,1973,Robert Clouse,110,"Bruce Lee, Jim Kelly, John Saxon",Avant-garde / Experimental  •  Drama  •  Foreign Language Film,7.6,850000,400000000,46958.82352941176
Beauty and the Beast,1946,Jean Cocteau,96,"Jean Marais, Josette Day, Mila Parely",Action Thriller  •  Action  •  Crime Thriller,7.9,0,0,NA
Holiday,1938,George Cukor,95,"Katharine Hepburn, Cary Grant, Doris Nolan",Fairy Tales and Legends  •  Fantasy  •  Foreign Language Film,7.7,0,0,NA
Five Easy Pieces,1970,Bob Rafelson,98,"Jack Nicholson, Karen Black, Billy Green Bush",Based-on-Theatre  •  Comedy  •  Domestic Comedy,7.4,0,18099091,NA
Superbad,2007,Greg Mottola,113,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse",Drama  •  Family Drama  •  New Hollywood,7.6,20000000,170800000,754
La La Land,2016,Damien Chazelle,128,"Emma Stone, Ryan Gosling, Finn Wittrock",Buddy Film  •  Comedy  •  Sex Comedy,8,30000000,509183536,1597.2784533333333
Scott Pilgrim vs. the World,2010,Edgar Wright,111,"Michael Cera, Mary Elizabeth Winstead, Chris Evans",Drama  •  Musical Romance  •  Musical,7.5,85000000,51691156,-39.18687529411765
Freaks,1932,Tod Browning,64,"Wallace Ford, Leila Hyams, Olga Baclanova",Action Comedy  •  Action  •  Based-on-Comics,7.8,2000,368410,18320.5
The Cameraman,1928,Edward Sedgwick,75,"Buster Keaton, Sidney Bracey, Dick Alexander",Drama  •  Horror  •  Melodrama,8,0,0,NA
Once Upon a Time ...in Hollywood,2019,Quentin Tarantino,161,"Leonardo DiCaprio, Brad Pitt, Margot Robbie",Comedy  •  Romance  •  Romantic Comedy,7.6,95000000,392105159,312.74227263157894
"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,107,"Jason Flemyng, Dexter Fletcher, Nick Moran",Black Comedy  •  Comedy Drama  •  Drama,8.1,1350000,28356188,2000.4583703703706
Black Swan,2010,Darren Aronofsky,103,"Natalie Portman, Mila Kunis, Winona Ryder",Buddy Film  •  Caper  •  Comedy,8,13000000,329398046,2433.831123076923
Deep Red,1975,Dario Argento,126,"David Hemmings, Daria Nicolodi, Gabriele Lavia",Body Horror  •  Dance Film  •  Drama,7.5,0,0,NA
Inside Llewyn Davis,2013,Joel & Ethan Coen,105,"Oscar Isaac, Carey Mulligan, Justin Timberlake",Foreign Language Film  •  Giallo  •  Horror,7.4,11000000,32935319,199.41199090909092
The Evil Dead,1981,Sam Raimi,85,"Bruce Campbell, Ellen Sandweiss, Betsy Baker",Drama  •  Period Film,7.4,350000,29612367,8360.676285714286
Knives Out,2019,Rian Johnson,130,"Daniel Craig, Chris Evans, Ana de Armas",Haunted House Film  •  Horror  •  Monster Film,7.9,40000000,312897920,682.2447999999999
My Darling Clementine,1946,John Ford,97,"Henry Fonda, Victor Mature, Linda Darnell",Comedy Thriller  •  Comedy  •  Crime Comedy,7.7,0,0,NA
Hiroshima mon amour,1959,Alain Resnais,90,"Emmanuelle Riva, Eiji Okada",Drama  •  Traditional Western  •  Western,7.8,0,3193,NA
